timestamp,power_kw,wind_speed_ms,wind_direction_deg,irradiance_wm2,voltage,current_a
2026-09-20T15:00:00Z,4000,8.00,240,0.00,380,6077.37
2026-09-20T15:10:00Z,4100,8.17,240,0.00,380,6229.31
2026-09-20T15:20:00Z,4199,8.33,240,0.00,380,6379.72
2026-09-20T15:30:00Z,4297,8.49,240,0.00,380,6528.62
2026-09-20T15:40:00Z,4393,8.65,240,0.00,380,6674.47
2026-09-20T15:50:00Z,4486,8.81,240,0.00,380,6815.77
2026-09-20T16:00:00Z,4575,8.96,240,0.00,380,6950.99
2026-09-20T16:10:00Z,4661,9.10,240,0.00,380,7081.66
2026-09-20T16:20:00Z,4742,9.24,240,0.00,380,7204.72
2026-09-20T16:30:00Z,4818,9.36,240,0.00,380,7320.19
2026-09-20T16:40:00Z,4888,9.48,240,0.00,380,7426.55
2026-09-20T16:50:00Z,4952,9.59,240,0.00,380,7523.79
2026-09-20T17:00:00Z,5010,9.68,240,0.00,380,7611.91
2026-09-20T17:10:00Z,5060,9.77,240,0.00,380,7687.87
2026-09-20T17:20:00Z,5103,9.84,240,0.00,380,7753.21
2026-09-20T17:30:00Z,5139,9.90,240,0.00,380,7807.90
2026-09-20T17:40:00Z,5166,9.94,240,0.00,380,7848.92
2026-09-20T17:50:00Z,5186,9.98,240,0.00,380,7879.31
2026-09-20T18:00:00Z,5197,9.99,240,0.00,380,7896.02
2026-09-20T18:10:00Z,5200,10.00,240,0.00,380,7900.58
2026-09-20T18:20:00Z,5194,9.99,240,0.00,380,7891.47
2026-09-20T18:30:00Z,5181,9.97,240,0.00,380,7871.72
2026-09-20T18:40:00Z,5159,9.93,240,0.00,380,7838.29
2026-09-20T18:50:00Z,5129,9.88,240,0.00,380,7792.71
2026-09-20T19:00:00Z,5091,9.82,240,0.00,380,7734.97
2026-09-20T19:10:00Z,5046,9.74,240,0.00,380,7666.60
2026-09-20T19:20:00Z,4993,9.66,240,0.00,380,7586.08
2026-09-20T19:30:00Z,4934,9.56,240,0.00,380,7496.44
2026-09-20T19:40:00Z,4868,9.45,240,0.00,380,7396.16
2026-09-20T19:50:00Z,4796,9.33,240,0.00,380,7286.77
2026-09-20T20:00:00Z,4718,9.20,240,0.00,380,7168.26
2026-09-20T20:10:00Z,4636,9.06,240,0.00,380,7043.67
2026-09-20T20:20:00Z,4549,8.91,240,0.00,380,6911.49
2026-09-20T20:30:00Z,4458,8.76,240,0.00,380,6773.23
2026-09-20T20:40:00Z,4364,8.61,240,0.00,380,6630.41
2026-09-20T20:50:00Z,4268,8.45,240,0.00,380,6484.56
2026-09-20T21:00:00Z,4169,8.28,240,0.00,380,6334.14
2026-09-20T21:10:00Z,4070,8.12,240,39.26,380,6183.73
2026-09-20T21:20:00Z,3970,7.95,240,78.44,380,6031.79
2026-09-20T21:30:00Z,3870,7.78,240,117.47,380,5879.86
2026-09-20T21:40:00Z,3771,7.62,240,156.28,380,5729.44
2026-09-20T21:50:00Z,3674,7.46,240,194.80,380,5582.07
2026-09-20T22:00:00Z,3579,7.30,240,232.94,380,5437.73
2026-09-20T22:10:00Z,3487,7.14,240,270.64,380,5297.95
2026-09-20T22:20:00Z,3398,7.00,240,307.82,380,5162.73
2026-09-20T22:30:00Z,3314,6.86,240,344.42,380,5035.10
2026-09-20T22:40:00Z,3235,6.72,240,380.36,380,4915.07
2026-09-20T22:50:00Z,3160,6.60,240,415.57,380,4801.12
2026-09-20T23:00:00Z,3092,6.49,240,450.00,380,4697.81
2026-09-20T23:10:00Z,3030,6.38,240,483.57,380,4603.61
2026-09-20T23:20:00Z,2974,6.29,240,516.22,380,4518.53
2026-09-20T23:30:00Z,2926,6.21,240,547.89,380,4445.60
2026-09-20T23:40:00Z,2885,6.14,240,578.51,380,4383.30
2026-09-20T23:50:00Z,2852,6.09,240,608.03,380,4333.17
2026-09-21T00:00:00Z,2827,6.04,240,636.40,380,4295.18
2026-09-21T00:10:00Z,2810,6.02,240,663.55,380,4269.35
